date,trading_variety,trading_type,close_price_cny_ton,highest_price_cny_ton,lowest_price_cny_ton,volume_ton,amount_cny,daily_avg_price_cny,price_change_ratio,close_price_cny_ton_standardized,highest_price_cny_ton_standardized,lowest_price_cny_ton_standardized,volume_ton_standardized,amount_cny_standardized,daily_avg_price_cny_standardized
2026-01-05,CEA,Auction,74.63,74.63,74.63,1000.0,76390.0,76.39,1.0,-2.152299638890126,0.03145651444598701,0.09633920763319385,-0.6952872795774611,-0.7007536510930759,-0.18495870126804234
2026-01-06,CEA,Auction,74.63,74.63,74.63,5316.0,378510.0,71.2020316027088,1.0,-2.152299638890126,0.03145651444598701,0.09633920763319385,-0.6830935242473919,-0.689259383924153,-1.2562942551504144
2026-01-06,CEA,Block,74.63,74.63,74.63,100000.0,8000000.0,80.0,1.0,-2.152299638890126,0.03145651444598701,0.09633920763319385,-0.41558807251609653,-0.39929697731328917,0.5605202711047877
2026-01-07,CEA,Auction,77.97,79.19,74.0,324311.0,25286503.5,77.96992238931149,1.0447541203269464,-0.5446242890313664,0.24887343725119584,0.06581597296281505,0.21814535006109265,0.25837444346494715,0.1413013871565441
2026-01-07,CEA,Block,77.97,79.19,74.0,3046405.0,229982688.0,75.49314290122291,1.0,-0.5446242890313664,0.24887343725119584,0.06581597296281505,7.9087264949752125,8.046116509869469,-0.3701631634180764
2026-01-08,CEA,Auction,78.61,83.0,78.0,57000.0,4481000.0,78.6140350877193,1.008208285237912,-0.2365667369626221,0.4305309977529164,0.259614288330301,-0.537073586694265,-0.5331786341630167,0.27431315239237364
2026-01-08,CEA,Block,78.61,83.0,78.0,706626.0,50747560.0,71.81671775451228,1.0,-0.2365667369626221,0.4305309977529164,0.259614288330301,1.2982787071082196,1.2270497572940247,-1.1293591856827496
2026-01-09,CEA,Auction,75.96,78.0,72.5,147410.0,11059230.0,75.02360762499153,0.9662892761735148,-1.512117538497268,0.19213524906299456,-0.006858395299992174,-0.28164323002337643,-0.28290744020490843,-0.467124015278953
2026-01-09,CEA,Block,75.96,78.0,72.5,300000.0,22000000.0,73.33333333333333,1.0,-1.512117538497268,0.19213524906299456,-0.006858395299992174,0.14946083063817517,0.1333382019695142,-0.8161721986511323
2026-01-12,CEA,Auction,78.31,83.4,78.19,43930.0,3440096.7,78.30859776917825,1.0309373354397051,-0.3809687144948445,0.4496026576481104,0.2688197083102564,-0.5739995325153966,-0.5727801852924139,0.21123916392968756
2026-01-12,CEA,Block,78.31,83.4,78.19,400000.0,29435000.0,73.5875,1.0,-0.3809687144948445,0.4496026576481104,0.2688197083102564,0.431985282215311,0.41620552753863155,-0.7636857982416857
2026-01-13,CEA,Block,78.31,0.0,0.0,1070000.0,67129000.0,62.737383177570095,1.0,-0.3809687144948445,-3.5268384304997866,-3.5194528613356746,2.3248991077821213,1.850287702387631,-3.0042769170533776
2026-01-14,CEA,Auction,72.5,72.5,72.5,13700.0,993250.0,72.5,0.9258076873962456,-3.1775536793689123,-0.07010007449591948,-0.006858395299992174,-0.6594066742271648,-0.6658713732018451,-0.9882587573706212
2026-01-14,CEA,Block,72.5,72.5,72.5,572000.0,35780000.0,62.55244755244755,1.0,-3.1775536793689123,-0.07010007449591948,-0.006858395299992174,0.9179273389279847,0.6576033998635878,-3.0424668394277483
2026-01-15,CEA,Block,78.5,78.5,78.5,100000.0,6800000.0,68.0,1.0827586206896551,-0.2895141287244372,0.21597482393198675,0.28383907775123673,-0.41558807251609653,-0.4449514212518152,-1.9175261744558665
2026-01-15,CEA,Auction,78.5,78.5,78.5,60000.0,4710000.0,78.5,1.0,-0.2895141287244372,0.21597482393198675,0.28383907775123673,-0.5285978531469508,-0.524466244444748,0.25076446540970593
2026-01-16,CEA,Block,78.5,0.0,0.0,700000.0,50730000.0,72.47142857142858,1.0,-0.2895141287244372,-3.5268384304997866,-3.5194528613356746,1.2795586369467187,1.2263816805977243,-0.9941588679552886
2026-01-19,CEA,Auction,81.0,81.0,81.0,46947.0,3718813.0,79.2130061558779,1.0318471337579618,0.9138356840440941,0.3351726982769477,0.4049630248559154,-0.5654757698113144,-0.5621763205481611,0.3980029962627152
2026-01-19,CEA,Block,81.0,81.0,81.0,100000.0,7900000.0,79.0,1.0,0.9138356840440941,0.3351726982769477,0.4049630248559154,-0.41558807251609653,-0.4031015143081663,0.35401640064139983
2026-01-20,CEA,Auction,73.0,73.0,73.0,51643.0,3769939.0,73.0,0.9012345679012346,-2.936883716815206,-0.0462604996269273,0.017366394120943568,-0.5522084215652522,-0.5602312129641602,-0.8850068221389272
2026-01-20,CEA,Block,73.0,73.0,73.0,200000.0,13800000.0,69.0,1.0,-2.936883716815206,-0.0462604996269273,0.017366394120943568,-0.13306362093896068,-0.1786338316104135,-1.7110223039924786
2026-01-21,CEA,Auction,78.6,80.3,78.5,62500.0,4912500.0,78.6,1.0767123287671232,-0.2413801362136987,0.3017972934603585,0.28383907775123673,-0.5215347418575225,-0.5167620570301217,0.2714148524560435
2026-01-21,CEA,Block,78.6,80.3,78.5,570000.0,35385000.0,62.078947368421055,1.0,-0.2413801362136987,0.3017972934603585,0.28383907775123673,0.9122768498964421,0.642575478733823,-3.140246460094347
2026-01-22,CEA,Auction,77.27,79.0,73.0,75839.0,5860172.0,77.27121929350334,0.9830788804071247,-0.8815622366065565,0.23981439880097893,0.017366394120943568,-0.48384880526164836,-0.48070752520002935,-0.0029835064325914444
2026-01-22,CEA,Block,77.27,79.0,73.0,860000.0,64047000.0,74.47325581395349,1.0,-0.8815622366065565,0.23981439880097893,0.017366394120943568,1.731597759470136,1.7330318722055167,-0.5807737943748436
2026-01-23,CEA,Auction,81.0,81.0,81.0,58236.0,4635579.6,79.5998969709458,1.048272291963246,0.9138356840440941,0.3351726982769477,0.4049630248559154,-0.5335815844727716,-0.5272975960944836,0.4778974470209714
2026-01-23,CEA,Block,81.0,81.0,81.0,400000.0,32100000.0,80.25,1.0,0.9138356840440941,0.3351726982769477,0.4049630248559154,0.431985282215311,0.5175964384521081,0.6121462387206347
2026-01-26,CEA,Auction,81.79,82.0,81.0,2439.0,199498.0,81.7949979499795,1.0097530864197533,1.2940942248789529,0.38285184801493205,0.4049630248559154,-0.6912217527192661,-0.6960699616894225,0.9311942952494018
2026-01-27,CEA,Auction,78.48,78.5,78.0,111515.0,8750938.5,78.47319643097342,0.9595305049517056,-0.29914092722658353,0.21597482393198675,0.259614288330301,-0.38305538191698935,-0.3707272442720135,0.24522942466348388
2026-01-28,CEA,Block,78.57,81.0,75.0,500000.0,38938000.0,77.876,1.0011467889908257,-0.2558203339669216,0.3351726982769477,0.11426555180468653,0.7145097337924469,0.7777506781618088,0.12190605024055289
2026-01-28,CEA,Auction,78.57,81.0,75.0,148090.0,11635516.5,78.57057532581538,1.0,-0.2558203339669216,0.3351726982769477,0.11426555180468653,-0.2797220637526519,-0.26098240711592563,0.26533854334979723
2026-01-29,CEA,Auction,78.5,79.0,78.0,2.0,157.0,78.5,0.9991090747104494,-0.2895141287244372,0.23981439880097893,0.259614288330301,-0.6981068736042009,-0.7036539637803806,0.25076446540970593
2026-01-30,CEA,Auction,79.0,79.0,79.0,100.0,7900.0,79.0,1.0063694267515924,-0.04884416617073095,0.23981439880097893,0.30806386717217243,-0.6978299996416553,-0.7033593784808673,0.35401640064139983
2026-01-30,CEA,Block,79.0,79.0,79.0,100000.0,8040000.0,80.4,1.0,-0.04884416617073095,0.23981439880097893,0.30806386717217243,-0.41558807251609653,-0.3977751625153383,0.643121819290144
2026-02-02,CEA,Auction,81.0,81.0,79.0,19010.0,1539790.0,80.99894792214624,1.0253164556962024,0.9138356840440941,0.3351726982769477,0.30806386717217243,-0.6444046258484188,-0.6450780567100434,0.766806883419346
2026-02-04,CEA,Auction,78.74,81.0,78.0,82930.0,6529489.0,78.73494513445074,0.9720987654320987,-0.17399254669866066,0.3351726982769477,0.259614288330301,-0.46381499640031365,-0.45524311232202735,0.2992815450203248
2026-02-05,CEA,Block,78.74,0.0,0.0,100000.0,7850000.0,78.5,1.0,-0.17399254669866066,-3.5268384304997866,-3.5194528613356746,-0.41558807251609653,-0.4050037828056049,0.25076446540970593
2026-02-06,CEA,Auction,76.14,81.0,74.0,132640.0,10346135.0,78.00162092882992,0.966979933959868,-1.4254763519779305,0.3351726982769477,0.06581597296281505,-0.3233720915213194,-0.31003740328852775,0.14784725825513664
2026-02-06,CEA,Block,76.14,81.0,74.0,400000.0,31440000.0,78.6,1.0,-1.4254763519779305,0.3351726982769477,0.06581597296281505,0.431985282215311,0.4924864942859188,0.2714148524560435
2026-02-09,CEA,Auction,80.56,82.0,78.0,131676.0,10615756.0,80.62028008141195,1.0580509587601787,0.7020461169968336,0.38285184801493205,0.259614288330301,-0.326095627234523,-0.29977957259757,0.6886105086877004
2026-02-09,CEA,Block,80.56,82.0,78.0,400000.0,31440000.0,78.6,1.0,0.7020461169968336,0.38285184801493205,0.259614288330301,0.431985282215311,0.4924864942859188,0.2714148524560435
2026-02-10,CEA,Auction,80.5,81.0,80.0,32640.0,2628840.0,80.5404411764706,0.9992552135054618,0.6731657214903878,0.3351726982769477,0.35651344601404394,-0.6058965430984553,-0.6036447465673336,0.6721234658037522
2026-02-10,CEA,Block,80.5,81.0,80.0,400000.0,31440000.0,78.6,1.0,0.6731657214903878,0.3351726982769477,0.35651344601404394,0.431985282215311,0.4924864942859188,0.2714148524560435
2026-02-11,CEA,Block,78.7,78.7,78.7,300000.0,23590000.0,78.63333333333334,0.977639751552795,-0.19324614370295334,0.22551065387958374,0.29352899351961115,0.14946083063817517,0.19383034018806117,0.27829831480482564
2026-02-11,CEA,Auction,78.7,78.7,78.7,20000.0,1574000.0,78.7,1.0,-0.19324614370295334,0.22551065387958374,0.29352899351961115,-0.6416076337778053,-0.643776524604096,0.29206523950238406
2026-02-12,CEA,Block,78.7,0.0,0.0,500000.0,32370000.0,64.74,1.0,-0.19324614370295334,-3.5268384304997866,-3.5194528613356746,0.7145097337924469,0.5278686883382764,-2.590728792166512
2026-02-13,CEA,Auction,78.7,78.7,78.7,20000.0,1620000.0,81.0,1.0,-0.19324614370295334,0.22551065387958374,0.29352899351961115,-0.6416076337778053,-0.6420264375864524,0.7670241415681756
2026-02-24,CEA,Auction,81.0,81.0,81.0,10000.0,810000.0,81.0,1.0292249047013977,0.9138356840440941,0.3351726982769477,0.4049630248559154,-0.6698600789355188,-0.6728431872449575,0.7670241415681756
2026-02-25,CEA,Block,81.0,0.0,0.0,400000.0,31100000.0,77.75,1.0,0.9138356840440941,-3.5268384304997866,-3.5194528613356746,0.431985282215311,0.4795510685033364,0.09588656256216503
2026-02-26,CEA,Auction,81.0,81.0,81.0,30000.0,2430000.0,81.0,1.0,0.9138356840440941,0.3351726982769477,0.4049630248559154,-0.6133551886200916,-0.6112096879279474,0.7670241415681756
2026-02-26,CEA,Block,81.0,81.0,81.0,400000.0,31440000.0,78.6,1.0,0.9138356840440941,0.3351726982769477,0.4049630248559154,0.431985282215311,0.4924864942859188,0.2714148524560435
2026-02-27,CEA,Auction,80.5,80.5,80.5,7901.0,636030.5,80.5,0.9938271604938271,0.6731657214903878,0.3113331234079555,0.3807382354349797,-0.6757902671741229,-0.6794619212322603,0.6637722063364816
2026-02-27,CEA,Block,80.5,80.5,80.5,100000.0,7870000.0,78.7,1.0,0.6731657214903878,0.3113331234079555,0.3807382354349797,-0.41558807251609653,-0.40424287540662945,0.29206523950238406
2026-03-02,CEA,Block,80.5,0.0,0.0,200000.0,16200000.0,81.0,1.0,0.6731657214903878,-3.5268384304997866,-3.5194528613356746,-0.13306362093896068,-0.08732494373336147,0.7670241415681756
2026-03-03,CEA,Auction,80.55,81.5,80.5,10500.0,845750.0,80.54761904761905,1.0006211180124223,0.697232717745757,0.35901227314593986,0.3807382354349797,-0.6684474566776332,-0.6714830652692889,0.673605723977596
2026-03-03,CEA,Block,80.55,81.5,80.5,100000.0,8100000.0,81.0,1.0,0.697232717745757,0.35901227314593986,0.3807382354349797,-0.41558807251609653,-0.395492440318412,0.7670241415681756
2026-03-04,CEA,Auction,80.7,81.5,80.5,50000.0,4035000.0,80.7,1.0018621973929238,0.7694337065118717,0.35901227314593986,0.3807382354349797,-0.5568502983046645,-0.5501468691601689,0.7050729804291598
2026-03-05,CEA,Auction,81.85,83.2,80.5,100000.0,8185000.0,81.85,1.0142503097893432,1.322974620385392,0.4400668277005134,0.3807382354349797,-0.41558807251609653,-0.3922585838727664,0.942552431462054
2026-03-06,CEA,Block,81.85,0.0,0.0,100000.0,8200000.0,82.0,1.0,1.322974620385392,-3.5268384304997866,-3.5194528613356746,-0.41558807251609653,-0.3916879033235348,0.9735280120315634
2026-03-09,CEA,Auction,82.8,82.8,82.8,1851.0,153262.8,82.8,1.0116065974343311,1.7802475492374352,0.4209951678053194,0.49217226677128395,-0.6928829964945397,-0.6978289969780779,1.138731108402273
